pre,post,is_parent_edge,pre_spike_time_ms,post_spike_time_ms,delta_t_ms,stdp_weight
43,33,False,7.0,6.0,-1.0,0.0
43,34,False,7.0,7.0,0.0,0.0
43,36,False,7.0,6.0,-1.0,0.0
43,37,False,7.0,6.0,-1.0,0.0
43,40,False,7.0,8.0,1.0,0.0
43,41,False,7.0,6.0,-1.0,0.0
43,45,False,7.0,7.0,0.0,0.0
43,47,False,7.0,8.0,1.0,0.0
43,48,False,7.0,6.0,-1.0,0.0
43,76,False,7.0,3.0,-4.0,0.0
43,81,False,7.0,3.0,-4.0,0.0
43,83,False,7.0,2.0,-5.0,0.0
43,86,False,7.0,2.0,-5.0,0.0
43,94,False,7.0,3.0,-4.0,0.0
43,98,False,7.0,0.0,-7.0,0.0
43,171,True,7.0,11.0,4.0,1.0
43,189,False,7.0,10.0,3.0,0.0
44,43,False,7.0,7.0,0.0,0.0
44,45,False,7.0,7.0,0.0,0.0
44,1,False,7.0,6.0,-1.0,0.0
44,2,False,7.0,5.0,-2.0,0.0
44,4,False,7.0,5.0,-2.0,0.0
44,5,False,7.0,7.0,0.0,0.0
44,7,False,7.0,6.0,-1.0,0.0
44,11,False,7.0,8.0,1.0,0.0
44,13,False,7.0,4.0,-3.0,0.0
44,15,False,7.0,6.0,-1.0,0.0
44,16,False,7.0,7.0,0.0,0.0
44,19,False,7.0,7.0,0.0,0.0
44,21,False,7.0,7.0,0.0,0.0
44,22,False,7.0,6.0,-1.0,0.0
44,23,False,7.0,7.0,0.0,0.0
44,27,False,7.0,6.0,-1.0,0.0
44,28,False,7.0,6.0,-1.0,0.0
44,30,False,7.0,7.0,0.0,0.0
44,31,False,7.0,7.0,0.0,0.0
44,32,False,7.0,7.0,0.0,0.0
44,33,False,7.0,6.0,-1.0,0.0
44,34,False,7.0,7.0,0.0,0.0
44,35,False,7.0,6.0,-1.0,0.0
44,36,False,7.0,6.0,-1.0,0.0
44,37,False,7.0,6.0,-1.0,0.0
44,42,False,7.0,6.0,-1.0,0.0
44,49,False,7.0,6.0,-1.0,0.0
44,60,False,7.0,2.0,-5.0,0.0
44,76,False,7.0,3.0,-4.0,0.0
44,79,False,7.0,2.0,-5.0,0.0
44,97,False,7.0,2.0,-5.0,0.0
44,184,False,7.0,11.0,4.0,0.0
45,44,False,7.0,7.0,0.0,0.0
45,46,False,7.0,6.0,-1.0,0.0
45,10,False,7.0,6.0,-1.0,0.0
45,17,False,7.0,6.0,-1.0,0.0
45,19,False,7.0,7.0,0.0,0.0
45,20,False,7.0,6.0,-1.0,0.0
45,21,False,7.0,7.0,0.0,0.0
45,22,False,7.0,6.0,-1.0,0.0
45,25,False,7.0,7.0,0.0,0.0
45,26,False,7.0,7.0,0.0,0.0
45,30,False,7.0,7.0,0.0,0.0
45,31,False,7.0,7.0,0.0,0.0
45,33,False,7.0,6.0,-1.0,0.0
45,36,False,7.0,6.0,-1.0,0.0
45,37,False,7.0,6.0,-1.0,0.0
45,40,False,7.0,8.0,1.0,0.0
45,41,False,7.0,6.0,-1.0,0.0
45,43,False,7.0,7.0,0.0,0.0
45,61,False,7.0,3.0,-4.0,0.0
45,159,False,7.0,10.0,3.0,0.0
45,167,False,7.0,10.0,3.0,0.0
45,168,False,7.0,10.0,3.0,0.0
45,178,False,7.0,10.0,3.0,0.0
45,185,False,7.0,11.0,4.0,0.0
45,197,False,7.0,11.0,4.0,0.0
46,45,False,6.0,7.0,1.0,0.0
46,47,False,6.0,8.0,2.0,0.0
46,0,False,6.0,7.0,1.0,0.0
46,1,False,6.0,6.0,0.0,0.0
46,2,False,6.0,5.0,-1.0,0.0
46,3,False,6.0,6.0,0.0,0.0
46,5,False,6.0,7.0,1.0,0.0
46,10,False,6.0,6.0,0.0,0.0
46,11,False,6.0,8.0,2.0,0.0
46,12,False,6.0,6.0,0.0,0.0
46,14,False,6.0,8.0,2.0,0.0
46,16,False,6.0,7.0,1.0,0.0
46,21,False,6.0,7.0,1.0,0.0
46,22,False,6.0,6.0,0.0,0.0
46,24,False,6.0,6.0,0.0,0.0
46,25,False,6.0,7.0,1.0,0.0
46,29,False,6.0,7.0,1.0,0.0
46,30,False,6.0,7.0,1.0,0.0
46,31,False,6.0,7.0,1.0,0.0
46,36,False,6.0,6.0,0.0,0.0
46,39,False,6.0,7.0,1.0,0.0
46,42,False,6.0,6.0,0.0,0.0
46,48,False,6.0,6.0,0.0,0.0
46,68,False,6.0,3.0,-3.0,0.0
46,151,False,6.0,11.0,5.0,0.0
46,162,True,6.0,10.0,4.0,1.0
46,165,False,6.0,10.0,4.0,0.0
46,178,False,6.0,10.0,4.0,0.0
46,189,False,6.0,10.0,4.0,0.0
47,46,False,8.0,6.0,-2.0,0.0
47,48,False,8.0,6.0,-2.0,0.0
47,0,False,8.0,7.0,-1.0,0.0
47,2,False,8.0,5.0,-3.0,0.0
47,3,False,8.0,6.0,-2.0,0.0
47,4,False,8.0,5.0,-3.0,0.0
47,5,False,8.0,7.0,-1.0,0.0
47,6,False,8.0,6.0,-2.0,0.0
47,8,False,8.0,8.0,0.0,0.0
47,9,False,8.0,8.0,0.0,0.0
47,10,False,8.0,6.0,-2.0,0.0
47,16,False,8.0,7.0,-1.0,0.0
47,17,False,8.0,6.0,-2.0,0.0
47,18,False,8.0,6.0,-2.0,0.0
47,20,False,8.0,6.0,-2.0,0.0
47,23,False,8.0,7.0,-1.0,0.0
47,25,False,8.0,7.0,-1.0,0.0
47,27,False,8.0,6.0,-2.0,0.0
47,31,False,8.0,7.0,-1.0,0.0
47,37,False,8.0,6.0,-2.0,0.0
47,41,False,8.0,6.0,-2.0,0.0
47,42,False,8.0,6.0,-2.0,0.0
47,43,False,8.0,7.0,-1.0,0.0
47,56,False,8.0,3.0,-5.0,0.0
47,58,False,8.0,1.0,-7.0,0.0
47,88,False,8.0,2.0,-6.0,0.0
47,156,False,8.0,10.0,2.0,0.0
47,189,False,8.0,10.0,2.0,0.0
48,47,False,6.0,8.0,2.0,0.0
48,49,False,6.0,6.0,0.0,0.0
48,2,False,6.0,5.0,-1.0,0.0
48,4,False,6.0,5.0,-1.0,0.0
48,5,False,6.0,7.0,1.0,0.0
48,6,False,6.0,6.0,0.0,0.0
48,7,False,6.0,6.0,0.0,0.0
48,12,False,6.0,6.0,0.0,0.0
48,13,False,6.0,4.0,-2.0,0.0
48,16,False,6.0,7.0,1.0,0.0
48,24,False,6.0,6.0,0.0,0.0
48,26,False,6.0,7.0,1.0,0.0
48,30,False,6.0,7.0,1.0,0.0
48,35,False,6.0,6.0,0.0,0.0
48,41,False,6.0,6.0,0.0,0.0
48,43,False,6.0,7.0,1.0,0.0
48,46,False,6.0,6.0,0.0,0.0
48,69,False,6.0,2.0,-4.0,0.0
48,78,False,6.0,3.0,-3.0,0.0
48,162,False,6.0,10.0,4.0,0.0
48,166,False,6.0,10.0,4.0,0.0
48,183,False,6.0,11.0,5.0,0.0
49,48,False,6.0,6.0,0.0,0.0
49,50,False,6.0,2.0,-4.0,0.0
49,2,False,6.0,5.0,-1.0,0.0
49,6,False,6.0,6.0,0.0,0.0
49,7,False,6.0,6.0,0.0,0.0
49,8,False,6.0,8.0,2.0,0.0
49,10,False,6.0,6.0,0.0,0.0
49,11,False,6.0,8.0,2.0,0.0
49,13,False,6.0,4.0,-2.0,0.0
49,15,False,6.0,6.0,0.0,0.0
49,16,False,6.0,7.0,1.0,0.0
49,18,False,6.0,6.0,0.0,0.0
49,22,False,6.0,6.0,0.0,0.0
49,23,False,6.0,7.0,1.0,0.0
49,27,False,6.0,6.0,0.0,0.0
49,31,False,6.0,7.0,1.0,0.0
49,32,False,6.0,7.0,1.0,0.0
49,35,False,6.0,6.0,0.0,0.0
49,36,False,6.0,6.0,0.0,0.0
49,37,False,6.0,6.0,0.0,0.0
49,38,False,6.0,7.0,1.0,0.0
49,39,False,6.0,7.0,1.0,0.0
49,40,False,6.0,8.0,2.0,0.0
49,42,False,6.0,6.0,0.0,0.0
49,44,False,6.0,7.0,1.0,0.0
49,54,False,6.0,2.0,-4.0,0.0
49,70,False,6.0,2.0,-4.0,0.0
49,87,False,6.0,4.0,-2.0,0.0
49,151,False,6.0,11.0,5.0,0.0
49,150,False,6.0,10.0,4.0,0.0
49,199,False,6.0,11.0,5.0,0.0
50,49,False,2.0,6.0,4.0,0.0
50,51,False,2.0,3.0,1.0,0.0
50,52,False,2.0,3.0,1.0,0.0
50,53,False,2.0,1.0,-1.0,0.0
50,54,False,2.0,2.0,0.0,0.0
50,62,False,2.0,2.0,0.0,0.0
50,66,False,2.0,2.0,0.0,0.0
50,71,False,2.0,4.0,2.0,0.0
50,72,False,2.0,2.0,0.0,0.0
50,73,False,2.0,3.0,1.0,0.0
50,77,False,2.0,3.0,1.0,0.0
50,78,False,2.0,3.0,1.0,0.0
50,79,False,2.0,2.0,0.0,0.0
50,80,False,2.0,2.0,0.0,0.0
50,82,False,2.0,2.0,0.0,0.0
50,86,False,2.0,2.0,0.0,0.0
50,90,True,2.0,3.0,1.0,1.0
50,92,False,2.0,3.0,1.0,0.0
50,94,False,2.0,3.0,1.0,0.0
50,95,False,2.0,1.0,-1.0,0.0
50,96,False,2.0,2.0,0.0,0.0
50,0,False,2.0,7.0,5.0,0.0
50,13,False,2.0,4.0,2.0,0.0
50,149,True,2.0,6.0,4.0,1.0
51,50,False,3.0,2.0,-1.0,0.0
51,52,False,3.0,3.0,0.0,0.0
51,56,False,3.0,3.0,0.0,0.0
51,61,False,3.0,3.0,0.0,0.0
51,62,False,3.0,2.0,-1.0,0.0
51,66,False,3.0,2.0,-1.0,0.0
51,67,False,3.0,2.0,-1.0,0.0
51,68,False,3.0,3.0,0.0,0.0
51,70,False,3.0,2.0,-1.0,0.0
51,73,False,3.0,3.0,0.0,0.0
51,75,False,3.0,2.0,-1.0,0.0
51,78,False,3.0,3.0,0.0,0.0
51,79,False,3.0,2.0,-1.0,0.0
51,81,False,3.0,3.0,0.0,0.0
51,84,False,3.0,1.0,-2.0,0.0
51,86,False,3.0,2.0,-1.0,0.0
51,89,False,3.0,4.0,1.0,0.0
51,90,False,3.0,3.0,0.0,0.0
51,92,False,3.0,3.0,0.0,0.0
51,94,False,3.0,3.0,0.0,0.0
51,95,False,3.0,1.0,-2.0,0.0
51,97,False,3.0,2.0,-1.0,0.0
51,99,False,3.0,2.0,-1.0,0.0
51,8,False,3.0,8.0,5.0,0.0
51,21,False,3.0,7.0,4.0,0.0
51,32,False,3.0,7.0,4.0,0.0
51,120,False,3.0,8.0,5.0,0.0
52,51,False,3.0,3.0,0.0,0.0
52,53,False,3.0,1.0,-2.0,0.0
52,50,False,3.0,2.0,-1.0,0.0
52,54,False,3.0,2.0,-1.0,0.0
52,57,False,3.0,2.0,-1.0,0.0
52,60,False,3.0,2.0,-1.0,0.0
52,62,False,3.0,2.0,-1.0,0.0
52,63,False,3.0,2.0,-1.0,0.0
52,68,False,3.0,3.0,0.0,0.0
52,69,False,3.0,2.0,-1.0,0.0
52,70,False,3.0,2.0,-1.0,0.0
52,71,False,3.0,4.0,1.0,0.0
52,72,False,3.0,2.0,-1.0,0.0
52,73,False,3.0,3.0,0.0,0.0
52,74,False,3.0,2.0,-1.0,0.0
52,76,False,3.0,3.0,0.0,0.0
52,79,False,3.0,2.0,-1.0,0.0
52,81,False,3.0,3.0,0.0,0.0
52,83,False,3.0,2.0,-1.0,0.0
52,85,False,3.0,1.0,-2.0,0.0
52,86,False,3.0,2.0,-1.0,0.0
52,89,False,3.0,4.0,1.0,0.0
52,91,False,3.0,2.0,-1.0,0.0
52,99,False,3.0,2.0,-1.0,0.0
52,32,False,3.0,7.0,4.0,0.0
52,33,False,3.0,6.0,3.0,0.0
52,109,False,3.0,8.0,5.0,0.0
52,134,False,3.0,6.0,3.0,0.0
52,138,False,3.0,6.0,3.0,0.0
52,144,False,3.0,7.0,4.0,0.0
53,52,True,1.0,3.0,2.0,1.0
53,54,True,1.0,2.0,1.0,1.0
53,50,False,1.0,2.0,1.0,0.0
53,59,False,1.0,2.0,1.0,0.0
53,62,False,1.0,2.0,1.0,0.0
53,63,False,1.0,2.0,1.0,0.0
53,65,True,1.0,3.0,2.0,1.0
53,68,True,1.0,3.0,2.0,1.0
53,71,True,1.0,4.0,3.0,1.0
53,74,True,1.0,2.0,1.0,1.0
53,76,True,1.0,3.0,2.0,1.0
53,79,False,1.0,2.0,1.0,0.0
53,81,True,1.0,3.0,2.0,1.0
53,82,False,1.0,2.0,1.0,0.0
53,86,False,1.0,2.0,1.0,0.0
53,87,False,1.0,4.0,3.0,0.0
53,88,False,1.0,2.0,1.0,0.0
53,90,False,1.0,3.0,2.0,0.0
53,91,True,1.0,2.0,1.0,1.0
53,94,True,1.0,3.0,2.0,1.0
53,95,False,1.0,1.0,0.0,0.0
53,96,True,1.0,2.0,1.0,1.0
53,98,False,1.0,0.0,-1.0,0.0
53,35,True,1.0,6.0,5.0,1.0
53,107,False,1.0,3.0,2.0,0.0
54,53,False,2.0,1.0,-1.0,0.0
54,55,False,2.0,2.0,0.0,0.0
54,50,False,2.0,2.0,0.0,0.0
54,52,False,2.0,3.0,1.0,0.0
54,56,False,2.0,3.0,1.0,0.0
54,59,False,2.0,2.0,0.0,0.0
54,62,False,2.0,2.0,0.0,0.0
54,66,False,2.0,2.0,0.0,0.0
54,69,False,2.0,2.0,0.0,0.0
54,71,False,2.0,4.0,2.0,0.0
54,72,False,2.0,2.0,0.0,0.0
54,75,False,2.0,2.0,0.0,0.0
54,76,False,2.0,3.0,1.0,0.0
54,77,True,2.0,3.0,1.0,1.0
54,79,False,2.0,2.0,0.0,0.0
54,81,False,2.0,3.0,1.0,0.0
54,82,False,2.0,2.0,0.0,0.0
54,83,False,2.0,2.0,0.0,0.0
54,87,False,2.0,4.0,2.0,0.0
54,90,False,2.0,3.0,1.0,0.0
54,91,False,2.0,2.0,0.0,0.0
54,92,False,2.0,3.0,1.0,0.0
54,93,True,2.0,3.0,1.0,1.0
54,96,False,2.0,2.0,0.0,0.0
54,99,False,2.0,2.0,0.0,0.0
54,49,False,2.0,6.0,4.0,0.0
54,118,False,2.0,6.0,4.0,0.0
54,146,False,2.0,8.0,6.0,0.0
55,54,False,2.0,2.0,0.0,0.0
55,56,True,2.0,3.0,1.0,1.0
55,57,False,2.0,2.0,0.0,0.0
55,58,False,2.0,1.0,-1.0,0.0
55,59,False,2.0,2.0,0.0,0.0
55,61,False,2.0,3.0,1.0,0.0
55,62,False,2.0,2.0,0.0,0.0
55,63,False,2.0,2.0,0.0,0.0
55,65,False,2.0,3.0,1.0,0.0
55,68,False,2.0,3.0,1.0,0.0
55,72,False,2.0,2.0,0.0,0.0
55,73,False,2.0,3.0,1.0,0.0
55,75,False,2.0,2.0,0.0,0.0
55,82,False,2.0,2.0,0.0,0.0
55,83,False,2.0,2.0,0.0,0.0
55,85,False,2.0,1.0,-1.0,0.0
55,88,False,2.0,2.0,0.0,0.0
55,89,False,2.0,4.0,2.0,0.0
55,90,False,2.0,3.0,1.0,0.0
55,92,False,2.0,3.0,1.0,0.0
55,97,False,2.0,2.0,0.0,0.0
55,98,False,2.0,0.0,-2.0,0.0
55,99,False,2.0,2.0,0.0,0.0
55,25,False,2.0,7.0,5.0,0.0
55,27,False,2.0,6.0,4.0,0.0
55,38,False,2.0,7.0,5.0,0.0
55,113,False,2.0,7.0,5.0,0.0
55,124,False,2.0,6.0,4.0,0.0
56,55,False,3.0,2.0,-1.0,0.0
56,57,False,3.0,2.0,-1.0,0.0
56,51,False,3.0,3.0,0.0,0.0
56,54,False,3.0,2.0,-1.0,0.0
56,60,False,3.0,2.0,-1.0,0.0
56,61,False,3.0,3.0,0.0,0.0
56,62,False,3.0,2.0,-1.0,0.0
56,63,False,3.0,2.0,-1.0,0.0
56,66,False,3.0,2.0,-1.0,0.0
56,67,False,3.0,2.0,-1.0,0.0
56,71,False,3.0,4.0,1.0,0.0
56,74,False,3.0,2.0,-1.0,0.0
56,75,False,3.0,2.0,-1.0,0.0
56,77,False,3.0,3.0,0.0,0.0
56,81,False,3.0,3.0,0.0,0.0
56,85,False,3.0,1.0,-2.0,0.0
56,86,False,3.0,2.0,-1.0,0.0
56,88,False,3.0,2.0,-1.0,0.0
56,90,False,3.0,3.0,0.0,0.0
56,93,False,3.0,3.0,0.0,0.0
56,95,False,3.0,1.0,-2.0,0.0
56,22,False,3.0,6.0,3.0,0.0
56,47,False,3.0,8.0,5.0,0.0
56,105,False,3.0,8.0,5.0,0.0
56,120,False,3.0,8.0,5.0,0.0
56,125,False,3.0,7.0,4.0,0.0
56,126,False,3.0,7.0,4.0,0.0
57,56,False,2.0,3.0,1.0,0.0
57,58,False,2.0,1.0,-1.0,0.0
57,52,False,2.0,3.0,1.0,0.0
57,55,False,2.0,2.0,0.0,0.0
57,60,False,2.0,2.0,0.0,0.0
57,61,False,2.0,3.0,1.0,0.0
57,71,False,2.0,4.0,2.0,0.0
57,72,False,2.0,2.0,0.0,0.0
57,75,False,2.0,2.0,0.0,0.0
57,79,False,2.0,2.0,0.0,0.0
57,80,False,2.0,2.0,0.0,0.0
57,81,False,2.0,3.0,1.0,0.0
57,82,False,2.0,2.0,0.0,0.0
57,84,False,2.0,1.0,-1.0,0.0
57,87,False,2.0,4.0,2.0,0.0
57,88,False,2.0,2.0,0.0,0.0
57,90,False,2.0,3.0,1.0,0.0
57,92,False,2.0,3.0,1.0,0.0
57,94,False,2.0,3.0,1.0,0.0
57,98,False,2.0,0.0,-2.0,0.0
57,29,False,2.0,7.0,5.0,0.0
57,30,False,2.0,7.0,5.0,0.0
57,33,False,2.0,6.0,4.0,0.0
57,120,False,2.0,8.0,6.0,0.0
57,129,False,2.0,7.0,5.0,0.0
57,140,False,2.0,6.0,4.0,0.0
58,57,False,1.0,2.0,1.0,0.0
58,59,False,1.0,2.0,1.0,0.0
58,55,False,1.0,2.0,1.0,0.0
58,61,False,1.0,3.0,2.0,0.0
58,62,True,1.0,2.0,1.0,1.0
58,67,False,1.0,2.0,1.0,0.0
58,69,False,1.0,2.0,1.0,0.0
58,70,True,1.0,2.0,1.0,1.0
58,72,False,1.0,2.0,1.0,0.0
58,73,True,1.0,3.0,2.0,1.0
58,74,False,1.0,2.0,1.0,0.0
58,82,False,1.0,2.0,1.0,0.0
58,84,False,1.0,1.0,0.0,0.0
58,88,False,1.0,2.0,1.0,0.0
58,89,True,1.0,4.0,3.0,1.0
58,94,False,1.0,3.0,2.0,0.0
58,95,False,1.0,1.0,0.0,0.0
58,98,False,1.0,0.0,-1.0,0.0
58,6,False,1.0,6.0,5.0,0.0
58,47,False,1.0,8.0,7.0,0.0
58,103,False,1.0,7.0,6.0,0.0
59,58,False,2.0,1.0,-1.0,0.0
59,60,False,2.0,2.0,0.0,0.0
59,53,False,2.0,1.0,-1.0,0.0
59,54,False,2.0,2.0,0.0,0.0
59,55,False,2.0,2.0,0.0,0.0
59,61,False,2.0,3.0,1.0,0.0
59,63,False,2.0,2.0,0.0,0.0
59,65,False,2.0,3.0,1.0,0.0
59,66,False,2.0,2.0,0.0,0.0
59,67,False,2.0,2.0,0.0,0.0
59,70,False,2.0,2.0,0.0,0.0
59,71,False,2.0,4.0,2.0,0.0
59,77,False,2.0,3.0,1.0,0.0
59,83,False,2.0,2.0,0.0,0.0
59,85,False,2.0,1.0,-1.0,0.0
59,90,False,2.0,3.0,1.0,0.0
59,91,False,2.0,2.0,0.0,0.0
59,92,False,2.0,3.0,1.0,0.0
59,94,False,2.0,3.0,1.0,0.0
59,95,False,2.0,1.0,-1.0,0.0
59,96,False,2.0,2.0,0.0,0.0
59,99,False,2.0,2.0,0.0,0.0
59,20,False,2.0,6.0,4.0,0.0
59,28,False,2.0,6.0,4.0,0.0
59,34,False,2.0,7.0,5.0,0.0
59,124,False,2.0,6.0,4.0,0.0
60,59,False,2.0,2.0,0.0,0.0
60,61,False,2.0,3.0,1.0,0.0
60,52,False,2.0,3.0,1.0,0.0
60,56,False,2.0,3.0,1.0,0.0
60,57,False,2.0,2.0,0.0,0.0
60,62,False,2.0,2.0,0.0,0.0
60,63,False,2.0,2.0,0.0,0.0
60,66,False,2.0,2.0,0.0,0.0
60,67,False,2.0,2.0,0.0,0.0
60,69,False,2.0,2.0,0.0,0.0
60,71,False,2.0,4.0,2.0,0.0
60,74,False,2.0,2.0,0.0,0.0
60,78,False,2.0,3.0,1.0,0.0
60,81,False,2.0,3.0,1.0,0.0
60,83,False,2.0,2.0,0.0,0.0
60,84,False,2.0,1.0,-1.0,0.0
60,88,False,2.0,2.0,0.0,0.0
60,89,False,2.0,4.0,2.0,0.0
60,90,False,2.0,3.0,1.0,0.0
60,91,False,2.0,2.0,0.0,0.0
60,93,False,2.0,3.0,1.0,0.0
60,95,False,2.0,1.0,-1.0,0.0
60,96,False,2.0,2.0,0.0,0.0
60,97,False,2.0,2.0,0.0,0.0
60,20,False,2.0,6.0,4.0,0.0
60,44,False,2.0,7.0,5.0,0.0
60,124,True,2.0,6.0,4.0,1.0
60,149,False,2.0,6.0,4.0,0.0
61,60,False,3.0,2.0,-1.0,0.0
61,62,False,3.0,2.0,-1.0,0.0
61,51,False,3.0,3.0,0.0,0.0
61,55,False,3.0,2.0,-1.0,0.0
61,56,False,3.0,3.0,0.0,0.0
61,57,False,3.0,2.0,-1.0,0.0
61,58,False,3.0,1.0,-2.0,0.0
61,59,False,3.0,2.0,-1.0,0.0
61,64,False,3.0,2.0,-1.0,0.0
61,65,False,3.0,3.0,0.0,0.0
61,67,False,3.0,2.0,-1.0,0.0
61,68,False,3.0,3.0,0.0,0.0
61,70,False,3.0,2.0,-1.0,0.0
61,71,False,3.0,4.0,1.0,0.0
61,72,False,3.0,2.0,-1.0,0.0
61,73,False,3.0,3.0,0.0,0.0
61,76,False,3.0,3.0,0.0,0.0
61,77,False,3.0,3.0,0.0,0.0
61,78,False,3.0,3.0,0.0,0.0
61,79,False,3.0,2.0,-1.0,0.0
61,81,False,3.0,3.0,0.0,0.0
61,82,False,3.0,2.0,-1.0,0.0
61,83,False,3.0,2.0,-1.0,0.0
61,87,False,3.0,4.0,1.0,0.0
61,88,False,3.0,2.0,-1.0,0.0
61,89,False,3.0,4.0,1.0,0.0
61,90,False,3.0,3.0,0.0,0.0
61,95,False,3.0,1.0,-2.0,0.0
61,98,False,3.0,0.0,-3.0,0.0
61,1,False,3.0,6.0,3.0,0.0
61,37,False,3.0,6.0,3.0,0.0
61,45,False,3.0,7.0,4.0,0.0
61,101,False,3.0,6.0,3.0,0.0
61,116,False,3.0,4.0,1.0,0.0
61,136,False,3.0,7.0,4.0,0.0
61,137,False,3.0,6.0,3.0,0.0
62,61,False,2.0,3.0,1.0,0.0
62,63,False,2.0,2.0,0.0,0.0
62,50,False,2.0,2.0,0.0,0.0
62,51,False,2.0,3.0,1.0,0.0
62,52,False,2.0,3.0,1.0,0.0
62,53,False,2.0,1.0,-1.0,0.0
62,54,False,2.0,2.0,0.0,0.0
62,55,False,2.0,2.0,0.0,0.0
62,56,False,2.0,3.0,1.0,0.0
62,58,False,2.0,1.0,-1.0,0.0
62,60,False,2.0,2.0,0.0,0.0
62,66,False,2.0,2.0,0.0,0.0
62,68,False,2.0,3.0,1.0,0.0
62,69,False,2.0,2.0,0.0,0.0
62,71,False,2.0,4.0,2.0,0.0
62,73,False,2.0,3.0,1.0,0.0
62,74,False,2.0,2.0,0.0,0.0
62,75,False,2.0,2.0,0.0,0.0
62,76,False,2.0,3.0,1.0,0.0
62,80,False,2.0,2.0,0.0,0.0
62,81,False,2.0,3.0,1.0,0.0
62,82,False,2.0,2.0,0.0,0.0
62,84,False,2.0,1.0,-1.0,0.0
62,85,False,2.0,1.0,-1.0,0.0
62,89,False,2.0,4.0,2.0,0.0
62,91,False,2.0,2.0,0.0,0.0
62,98,False,2.0,0.0,-2.0,0.0
62,99,False,2.0,2.0,0.0,0.0
62,16,True,2.0,7.0,5.0,1.0
62,19,False,2.0,7.0,5.0,0.0
62,29,False,2.0,7.0,5.0,0.0
62,136,False,2.0,7.0,5.0,0.0
62,142,False,2.0,7.0,5.0,0.0
63,62,False,2.0,2.0,0.0,0.0
63,64,False,2.0,2.0,0.0,0.0
63,52,False,2.0,3.0,1.0,0.0
63,53,False,2.0,1.0,-1.0,0.0
63,55,False,2.0,2.0,0.0,0.0
63,56,False,2.0,3.0,1.0,0.0
63,59,False,2.0,2.0,0.0,0.0
63,60,False,2.0,2.0,0.0,0.0
63,67,False,2.0,2.0,0.0,0.0
63,68,False,2.0,3.0,1.0,0.0
63,69,False,2.0,2.0,0.0,0.0
63,77,False,2.0,3.0,1.0,0.0
63,78,False,2.0,3.0,1.0,0.0
63,85,False,2.0,1.0,-1.0,0.0
63,86,False,2.0,2.0,0.0,0.0
63,87,False,2.0,4.0,2.0,0.0
63,88,False,2.0,2.0,0.0,0.0
63,94,False,2.0,3.0,1.0,0.0
63,95,False,2.0,1.0,-1.0,0.0
63,97,False,2.0,2.0,0.0,0.0
63,98,False,2.0,0.0,-2.0,0.0
63,0,False,2.0,7.0,5.0,0.0
63,2,False,2.0,5.0,3.0,0.0
63,24,True,2.0,6.0,4.0,1.0
63,28,False,2.0,6.0,4.0,0.0
63,36,False,2.0,6.0,4.0,0.0
64,63,False,2.0,2.0,0.0,0.0
64,65,False,2.0,3.0,1.0,0.0
64,61,False,2.0,3.0,1.0,0.0
64,68,False,2.0,3.0,1.0,0.0
64,75,False,2.0,2.0,0.0,0.0
64,77,False,2.0,3.0,1.0,0.0
64,78,False,2.0,3.0,1.0,0.0
64,80,False,2.0,2.0,0.0,0.0
64,81,False,2.0,3.0,1.0,0.0
64,83,False,2.0,2.0,0.0,0.0
64,86,False,2.0,2.0,0.0,0.0
64,88,False,2.0,2.0,0.0,0.0
64,91,False,2.0,2.0,0.0,0.0
64,92,False,2.0,3.0,1.0,0.0
64,96,False,2.0,2.0,0.0,0.0
64,98,False,2.0,0.0,-2.0,0.0
64,99,False,2.0,2.0,0.0,0.0
64,35,False,2.0,6.0,4.0,0.0
64,42,False,2.0,6.0,4.0,0.0
64,121,False,2.0,6.0,4.0,0.0
64,139,False,2.0,7.0,5.0,0.0
64,140,False,2.0,6.0,4.0,0.0
65,64,False,3.0,2.0,-1.0,0.0
65,66,False,3.0,2.0,-1.0,0.0
65,53,False,3.0,1.0,-2.0,0.0
65,55,False,3.0,2.0,-1.0,0.0
65,59,False,3.0,2.0,-1.0,0.0
65,61,False,3.0,3.0,0.0,0.0
65,70,False,3.0,2.0,-1.0,0.0
65,74,False,3.0,2.0,-1.0,0.0
65,79,False,3.0,2.0,-1.0,0.0
65,83,False,3.0,2.0,-1.0,0.0
65,86,False,3.0,2.0,-1.0,0.0
65,88,False,3.0,2.0,-1.0,0.0
65,92,False,3.0,3.0,0.0,0.0
65,94,False,3.0,3.0,0.0,0.0
65,95,False,3.0,1.0,-2.0,0.0
65,1,False,3.0,6.0,3.0,0.0
65,10,False,3.0,6.0,3.0,0.0
65,106,False,3.0,7.0,4.0,0.0
66,65,False,2.0,3.0,1.0,0.0
66,67,False,2.0,2.0,0.0,0.0
66,50,False,2.0,2.0,0.0,0.0
66,51,False,2.0,3.0,1.0,0.0
66,54,False,2.0,2.0,0.0,0.0
66,56,False,2.0,3.0,1.0,0.0
66,59,False,2.0,2.0,0.0,0.0
66,60,False,2.0,2.0,0.0,0.0
66,62,False,2.0,2.0,0.0,0.0
66,68,False,2.0,3.0,1.0,0.0
66,69,False,2.0,2.0,0.0,0.0
66,72,False,2.0,2.0,0.0,0.0
66,73,False,2.0,3.0,1.0,0.0
66,74,False,2.0,2.0,0.0,0.0
66,76,False,2.0,3.0,1.0,0.0
66,78,False,2.0,3.0,1.0,0.0
66,79,False,2.0,2.0,0.0,0.0
